1762494431.077837,0
1762494431.183191,5
1762494431.288253,14
1762494431.394347,18
1762494431.499109,28
1762494431.604043,34
1762494431.708784,45
1762494431.813823,50
1762494431.918551,57
1762494432.022936,63
1762494432.127649,72
1762494432.233101,80
1762494432.337836,88
1762494432.442085,94
1762494432.546715,98
1762494432.651672,99
1762494432.756978,100
1762494432.862464,99
1762494432.966959,98
1762494433.071713,99
1762494433.176916,100
1762494433.282032,97
1762494433.386524,99
1762494433.490950,99
1762494433.595463,99
1762494433.700059,99
1762494433.805188,99
1762494433.909621,99
1762494434.014270,99
1762494434.119047,99
1762494434.225269,96
1762494434.330806,97
1762494434.435679,96
1762494434.540299,96
1762494434.645028,95
1762494434.749414,95
1762494434.853938,98
1762494434.958714,99
1762494435.063141,98
1762494435.167719,99
1762494435.272616,100
1762494435.377139,98
1762494435.482022,98
1762494435.586625,97
1762494435.691512,97
1762494435.796132,98
1762494435.900625,96
1762494436.005302,97
1762494436.109750,99
1762494436.214702,99
1762494436.320081,98
1762494436.424646,98
1762494436.529299,98
1762494436.633952,100
1762494436.738691,99
1762494436.844888,98
1762494436.949212,98
1762494437.053789,99
1762494437.158813,98
1762494437.263833,99
1762494437.368436,99
1762494437.473422,99
1762494437.577977,99
1762494437.682564,100
1762494437.787082,100
1762494437.892346,99
1762494437.997797,97
1762494438.103374,97
1762494438.208840,97
1762494438.314470,97
1762494438.420095,96
1762494438.525705,92
1762494438.631368,91
1762494438.736852,92
1762494438.842356,91
1762494438.947144,91
1762494439.052765,91
1762494439.158452,91
1762494439.264147,91
1762494439.369243,89
1762494439.474057,88
1762494439.578879,89
1762494439.683725,86
1762494439.789161,86
1762494439.894478,87
1762494439.998906,87
1762494440.103389,89
1762494440.208035,89
1762494440.312561,94
1762494440.417560,90
1762494440.522144,89
1762494440.626913,89
1762494440.731491,90
1762494440.836338,90
1762494440.940825,89
1762494441.045522,89
1762494441.149984,86
1762494441.255407,86
1762494441.360565,86
1762494441.465629,85
1762494441.570540,85
1762494441.675639,85
1762494441.780188,88
1762494441.885117,86
1762494441.989853,86
1762494442.094345,85
1762494442.199467,85
1762494442.305511,85
1762494442.411466,85
1762494442.516447,87
1762494442.621164,87
1762494442.726553,86
1762494442.831252,86
1762494442.935836,86
1762494443.041408,85
1762494443.146314,85
1762494443.251172,87
1762494443.355400,88
1762494443.460118,88
1762494443.564722,88
1762494443.669219,87
1762494443.774418,87
1762494443.879120,87
1762494443.983692,89
1762494444.088633,89
1762494444.193008,93
1762494444.297889,93
1762494444.403102,93
1762494444.507773,94
1762494444.612644,94
1762494444.717342,94
1762494444.822101,95
1762494444.926765,94
1762494445.031304,88
1762494445.135660,88
1762494445.240615,90
1762494445.345473,90
1762494445.450302,90
1762494445.554829,90
1762494445.659489,91
1762494445.764015,90
1762494445.868745,89
1762494445.973215,89
1762494446.077838,89
1762494446.182228,90
1762494446.287611,90
1762494446.392769,92
1762494446.497683,91
1762494446.602368,90
1762494446.707054,88
1762494446.811831,88
1762494446.916432,88
1762494447.020916,88
1762494447.125870,89
1762494447.230521,90
1762494447.335648,90
1762494447.440741,88
1762494447.545371,89
1762494447.650514,89
1762494447.755789,89
1762494447.860881,90
1762494447.965462,91
1762494448.069942,93
1762494448.174310,91
1762494448.279037,91
1762494448.384310,91
1762494448.489647,91
1762494448.594489,90
1762494448.699816,90
1762494448.805185,92
1762494448.909862,99
1762494449.014523,97
1762494449.119255,96
1762494449.223786,96
1762494449.328306,96
1762494449.432638,96
1762494449.537140,97
1762494449.641801,96
1762494449.746207,94
1762494449.851104,93
1762494449.955659,91
1762494450.060245,91
1762494450.165440,91
1762494450.270311,91
1762494450.375139,91
1762494450.480419,93
1762494450.585043,92
1762494450.689520,92
1762494450.794182,91
1762494450.898574,90
1762494451.002836,90
1762494451.107324,90
1762494451.211976,90
1762494451.316526,92
1762494451.420976,92
1762494451.525344,92
1762494451.630126,91
1762494451.734654,90
1762494451.839270,90
1762494451.943777,90
1762494452.048161,90
1762494452.152466,92
1762494452.257616,92
1762494452.362161,92
1762494452.467863,90
1762494452.573458,90
1762494452.680119,90
1762494452.785222,91
1762494452.890565,91
1762494452.995336,93
1762494453.099882,95
1762494453.204386,94
1762494453.309029,93
1762494453.413334,93
1762494453.517791,93
1762494453.622418,99
1762494453.727313,99
1762494453.831884,99
1762494453.936878,99
1762494454.041319,100
1762494454.145827,97
1762494454.250626,96
1762494454.355171,96
1762494454.459504,95
1762494454.564623,91
1762494454.669673,91
1762494454.774670,94
1762494454.879511,95
1762494454.984434,94
1762494455.089002,88
1762494455.193789,81
1762494455.298684,74
1762494455.403467,67
1762494455.507934,60
1762494455.613600,55
1762494455.720964,54
1762494455.825908,54
1762494455.930344,53
1762494456.034837,54
1762494456.139446,54
1762494456.244330,52
1762494456.349058,52
1762494456.453366,53
1762494456.558708,54
1762494456.663408,53
1762494456.768224,53
1762494456.872916,53
